id,name,average_cost_for_two,price_range,currency,cuisines,address,locality,city,city_id,latitude,longitude,zipcode,country_id,locality_verbose,user_rating
18517775,Aromas@11SIX,1200,3,Rs.,"North Indian, Chinese, Mughlai, Biryani","Plot 116, Chitrapuri Colony, Khajaguda, Gachibowli, Hyderabad",Gachibowli,Hyderabad,6,17.4189365232,78.3780064434,500032,1,"Gachibowli, Hyderabad",3.5
18624752,Asoka Restaurant,450,1,Rs.,Biryani,"Ahmed Commercial Complex, 1st Floor, Opposite R S Brothers, Ameerpet, Hyderabad",Ameerpet,Hyderabad,6,17.4318792527,78.4468627721,500072,1,"Ameerpet, Hyderabad",4.0
18472048,Kings Mezbaan Restaurant,550,2,Rs.,"Mughlai, North Indian, Chinese, Biryani","Near Akbar Functuon Hall, Kishan Bagh Line, Attapur, Hyderabad",Attapur,Hyderabad,6,17.3579238125,78.4421337023,,1,"Attapur, Hyderabad",3.5
18733999,Mashallah Shawarma,250,1,Rs.,"Lebanese, Rolls","Near Officers Mess, Malakpet, Hyderabad",Malakpet,Hyderabad,6,17.3691138147,78.5015617311,,1,"Malakpet, Hyderabad",3.6
19313365,Mr Burger,250,1,Rs.,"Burger, Fast Food, Beverages","Ground Floor, Pillar 140, Opposite Bantia Furniture, KK Enclave, Attapur, Hyderabad",Attapur,Hyderabad,6,17.3651689601,78.4276175871,500048,1,"Attapur, Hyderabad",3.7
19143807,The Chocolate Room Cafe & Lounge,1000,3,Rs.,"Cafe, Italian, Mexican","Shop 8, Ground Floor, Business Square, Jubilee Enclave, Kondapur Road, Hitech City, Hyderabad",Hitech City,Hyderabad,6,17.456746,78.376117,500081,1,"Hitech City, Hyderabad",3.7
18519096,Bench Cafe & Restaurant,500,2,Rs.,"Cafe, Chinese, Desserts","4-1-969/7, Ahuja Estate, Abids Road, Abids, Hyderabad",Abids,Hyderabad,6,17.3911436633,78.4765028581,,1,"Abids, Hyderabad",4.1
19027416,The Chocolate Room,600,2,Rs.,"Cafe, Desserts","Ground Floor, Grand Vista Towers, Raj Bhavan Road, Somajiguda, Hyderabad",Somajiguda,Hyderabad,6,17.4231025444,78.4602295607,,1,"Somajiguda, Hyderabad",3.8
18527799,Chai Pani,400,1,Rs.,"Cafe, Tea, Continental, Beverages","Plot No. 1293/A, Road No. 63, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.427772610599998,78.4129137173,500033,1,"Jubilee Hills, Hyderabad",3.9
18772376,Ahoy Resto,900,2,Rs.,Continental,"Sy 35, Gundlapochampally Road, Under Kompally Flyover, Kompally, Hyderabad",Kompally,Hyderabad,6,17.5540777474,78.4930896387,,1,"Kompally, Hyderabad",3.8
97305,The Gallery Cafe,800,2,Rs.,"Cafe, Continental","8-2-585/1/B, Road 10, Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,6,17.4160778669,78.4432920814,500034,1,"Banjara Hills, Hyderabad",3.9
19195702,Conçu,1000,3,Rs.,"Cafe, Bakery, Italian, Desserts","8-2-293/82/F/A/31, Plot 73, Road 82, Film Nagar, Jubliee Hills, Hyderabad",Film Nagar,Hyderabad,6,17.416861634500002,78.4108262882,500096,1,"Film Nagar, Hyderabad",4.0
18307251,Churrolto,1200,3,Rs.,"Desserts, Cafe, Italian","Film Nagar Main Road, Opposite Indian Oil, Film Nagar, Hyderabad",Film Nagar,Hyderabad,6,17.416618187,78.4106921777,,1,"Film Nagar, Hyderabad",4.9
19031237,Karachi Bakery And Cafe,500,2,Rs.,"Cafe, Fast Food, Bakery","Plot 27, Ground Floor, Sri Ram Enclave, P&T Colony, Shamirpet Road, Janakapuri, Vikrampuri Colony, Karkhana, Secunderabad",Karkhana,Secunderabad,6,17.4567372102,78.4991232678,,1,"Karkhana, Secunderabad",4.0
91711,Hotel Shadab,900,2,Rs.,"North Indian, Mughlai","Plot 21, Opposite Madina Circle, High Court Road, Ghansi Bazaar, Hyderabad",Ghansi Bazaar,Hyderabad,6,17.368800866199997,78.4755329043,500002,1,"Ghansi Bazaar, Hyderabad",4.4
90499,Coffee Cup,800,2,Rs.,"Cafe, Continental, Italian","E 89, 1st Floor, Near Canara Bank, Sainikpuri, Secunderabad",Sainikpuri,Secunderabad,6,17.4831571465,78.5521260649,500094,1,"Sainikpuri, Secunderabad",4.5
18535007,Mandi@36,600,2,Rs.,Arabian,"1st Floor, Plot 1125, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4307129732,78.4079207852,,1,"Jubilee Hills, Hyderabad",4.3
94243,Punjabi Affair,800,2,Rs.,"North Indian, Chinese, Mughlai","2-40/1/19/A, Kothaguda, Kondapur, Hyderabad",Kondapur,Hyderabad,6,17.462867056300002,78.36723838,500084,1,"Kondapur, Hyderabad",4.3
96776,Conçu,1000,3,Rs.,"Cafe, Bakery, Italian, Desserts","Plot 738, Road 37, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.437113344100002,78.39991673829999,500033,1,"Jubilee Hills, Hyderabad",4.9
18634164,Paradise Biryani,800,2,Rs.,"Biryani, North Indian","1st & 2nd & Ground Floor, Plot 4/1 & 4/2, Survey 64, Huda Techno Enclave Mind Space Centre, Hitech City, Hyderabad",Hitech City,Hyderabad,6,17.4414251271,78.37621573359999,,1,"Hitech City, Hyderabad",4.1
90752,Karachi Bakery,450,1,Rs.,"Bakery, Desserts, Fast Food, Chinese, Beverages","6-3-190/1, Khanchand Towers, Road 1, Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,6,17.410544691400002,78.4499342367,0,1,"Banjara Hills, Hyderabad",4.4
18234140,Cream Stone,350,1,Rs.,"Ice Cream, Desserts","Plot 15/1, Bullet King Commercial Complex, Opposite Cyber Gateway, Hitech City, Hyderabad",Hitech City,Hyderabad,6,17.446062739000002,78.3776758611,,1,"Hitech City, Hyderabad",4.5
97415,SodaBottleOpenerWala,1500,3,Rs.,"Parsi, Modern Indian, Hyderabadi, Desserts, Beverages","Unit 4, Ground Floor, Niharika Jubilee 1, Road 1, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4225616036,78.4109959379,500033,1,"Jubilee Hills, Hyderabad",4.1
92253,Kim Fung,500,2,Rs.,"Chinese, Momos","Opposite NIN Bus Stop, Vijayapuri Colony, Lalaguda Road, Tarnaka, Hyderabad",Tarnaka,Hyderabad,6,17.4287588145,78.5280971602,0,1,"Tarnaka, Hyderabad",4.0
90706,Cream Stone,350,1,Rs.,"Ice Cream, Desserts","Plot 1125, Ground Floor, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4308024,78.4079506,500034,1,"Jubilee Hills, Hyderabad",4.5
18544039,The Roastery Coffee House,800,2,Rs.,"Cafe, American, Continental, Italian","8/2/287/12, House 418, Road 14, Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,6,17.4234339538,78.4316090494,500034,1,"Banjara Hills, Hyderabad",4.5
18312984,Sahib’s Barbeque By Ohri’s,1400,3,Rs.,"Hyderabadi, Awadhi, BBQ","Plot 4/1 & 4/2, 64, Ohris Cyber Grub, Huda Techno Enclave, Mind Space Centre, Madhapur, Hyderabad",Madhapur,Hyderabad,6,17.441403376500002,78.3762160689,,1,"Madhapur, Hyderabad",4.1
92869,Punjabi Affair,700,2,Rs.,"North Indian, Mughlai, Seafood","Opposite Krishe Sapphire Building, Madhapur, Hyderabad",Madhapur,Hyderabad,6,17.4424454822,78.38802415880001,500081,1,"Madhapur, Hyderabad",4.4
94645,Karachi Bakery,300,1,Rs.,"Bakery, Fast Food, Desserts","Shop 05, SBR CV Towers, Plot 2, HUDA Techno Enclave, Madhapur, Hyderabad",Madhapur,Hyderabad,6,17.4451361216,78.38572584090001,,1,"Madhapur, Hyderabad",4.4
18307251,Churrolto,1200,3,Rs.,"Desserts, Cafe, Italian","Film Nagar Main Road, Opposite Indian Oil, Film Nagar, Hyderabad",Film Nagar,Hyderabad,6,17.416618187,78.4106921777,,1,"Film Nagar, Hyderabad",4.9
18362361,Van Lavino,1200,3,Rs.,"Cafe, Desserts","Shop 4, SL Jubilee, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4295358102,78.41014366600001,500033,1,"Jubilee Hills, Hyderabad",4.2
18716525,Aura Cafe,1600,3,Rs.,"Cafe, Continental, European, Italian","Plot 280-A, Road 10C, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.436012,78.412096,,1,"Jubilee Hills, Hyderabad",4.3
18607685,Farzi Cafe,1800,3,Rs.,Modern Indian,"Door.No:8-2-296/82/A/1200, Plot.No:1200, Road.no:59, Jubileehills,Hyderabad",Jubilee Hills,Hyderabad,6,17.428555,78.409032,500033,1,"Jubilee Hills, Hyderabad",4.7
94286,AB's - Absolute Barbecues,1200,3,Rs.,"European, Mediterranean, North Indian","Plot 483, 4th Floor, Pemmasani Complex, Bajaj Electronics Building, Near Madhapur Police Station, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.438335559400002,78.3978172392,,1,"Jubilee Hills, Hyderabad",4.9
91026,Kakatiya Deluxe Mess,250,1,Rs.,Andhra,"Shop 1 & 2, Delta Chambers, Behind J C Brothers, Mumbai Highway, Punjagutta Officers Colony, Ameerpet, Hyderabad",Ameerpet,Hyderabad,6,17.433377,78.44682,0,1,"Ameerpet, Hyderabad",4.5
18234118,China Bistro,1600,3,Rs.,"Chinese, Thai, Asian, Japanese","Ground & 1st Floor, Niharika Jubilee One, Road 1, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4225110603,78.4109925851,500033,1,"Jubilee Hills, Hyderabad",4.3
18599234,Buffalo Wild Wings,1600,3,Rs.,"American, Healthy Food, Mexican, Desserts","Plot 806, Axis Tower, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4333804348,78.4050893784,,1,"Jubilee Hills, Hyderabad",4.4
18768651,Buffalo Wild Wings,1600,3,Rs.,"American, Healthy Food, Mexican, Desserts","Plot 189 To 198, Survey 50, Gachibowli Village, Gachibowli, Hyderabad",Gachibowli,Hyderabad,6,17.4347985,78.3687073,,1,"Gachibowli, Hyderabad",4.5
95871,Thinespo,800,2,Rs.,"Continental, Italian, Salad","Plot 2-041, Medchal Road, North NCL Kompally, Beside Excellency Gardens, Kompally, Hyderabad",Kompally,Hyderabad,6,17.5253716343,78.48326638340001,,1,"Kompally, Hyderabad",4.2
18443506,The Fisherman's Wharf,1500,3,Rs.,"Seafood, Goan, North Indian, Continental, Asian","304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Gachibowli,Hyderabad,6,17.4109266702,78.3319053054,500077,1,"Gachibowli, Hyderabad",4.4
18683769,Telangana Spice Kitchen,1200,3,Rs.,"Andhra, North Indian, Chinese, Biryani, BBQ","8/2/292/82/49/A, Park View Enclave, Near Andhra Prabha Office, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4287472987,78.4196990356,500033,1,"Jubilee Hills, Hyderabad",4.3
18385295,Haiku,1500,3,Rs.,"Asian, Sushi","8-2-686/D, Good Earth, Road 12, Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,6,17.4121800923,78.4304141253,500034,1,"Banjara Hills, Hyderabad",4.4
18802677,China Bistro,1600,3,Rs.,"Chinese, Thai, Asian, Japanese","1st Floor, Signature Towers, Opposite Botanical Garden, Kondapur, Hyderabad",Kondapur,Hyderabad,6,17.4548495369,78.3643342182,,1,"Kondapur, Hyderabad",4.3
18714684,Stikstof Ice-Cream Cafe,500,2,Rs.,"Ice Cream, Beverages","House 1-98/15/37, Arunodaya Colony, Near Durgam Cheruvu Metro Station, Hi-Tech City Main Road, Madhapur, Hyderabad",Madhapur,Hyderabad,6,17.4437585013,78.3873851225,500081,1,"Madhapur, Hyderabad",4.5
91817,Adaa - Taj Falaknuma Palace,8000,4,Rs.,Hyderabadi,"Taj Falaknuma Palace, Falaknuma, Hyderabad","Taj Falaknuma, Falaknuma",Hyderabad,6,17.3342868522,78.46751276399999,0,1,"Taj Falaknuma, Falaknuma, Hyderabad",4.6
96507,Starbucks Coffee,700,2,Rs.,"Cafe, Desserts","Plot 566, Road 92, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4169642,78.4163474,,1,"Jubilee Hills, Hyderabad",4.5
92728,Cafe Niloufer,150,1,Rs.,"Bakery, Beverages","11-5-422, Red Hills Road, Near Nilofer Hospital, Lakdikapul, Hyderabad",Lakdikapul,Hyderabad,6,17.4000009307,78.4626636654,0,1,"Lakdikapul, Hyderabad",4.6
92562,Little Italy,1800,3,Rs.,"Italian, Continental, Juices","3rd Floor, BK Towers, Huda Techno Enclave, Near Cyber Towers, Sector 2, Hitech City, Hyderabad",Hitech City,Hyderabad,6,17.448302338,78.3789083362,500081,1,"Hitech City, Hyderabad",4.2
18549662,Lé Vantage Cafe Bar,1000,3,Rs.,"Cafe, Continental","Plot 197/A & 197, Road 13, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4300293,78.4172568,500033,1,"Jubilee Hills, Hyderabad",4.5
18294157,Euphoria,500,2,Rs.,"Fast Food, Desserts","Plot 783, Defence Colony, Sainikpuri, Secunderabad",Sainikpuri,Secunderabad,6,17.487053,78.542914,500094,1,"Sainikpuri, Secunderabad",4.7
96858,AB's - Absolute Barbecues,1200,3,Rs.,"European, Mediterranean, North Indian","Second Floor, Apurupa Silpi, Indiranagar, Gachibowli, Hyderabad",Gachibowli,Hyderabad,6,17.4429879633,78.3574000373,,1,"Gachibowli, Hyderabad",4.9
90744,Exotica,1800,3,Rs.,"Mughlai, North Indian, Chinese","5th Floor, 12th Square Building, Road 12, Opposite Audi Showroom, Banjara Hills, Hyderabad","12th Square Building, Banjara Hills",Hyderabad,6,17.410307633800002,78.4372044727,500034,1,"12th Square Building, Banjara Hills, Hyderabad",4.6
90034,Bikanervala,700,2,Rs.,"Street Food, North Indian, Chinese, Mithai, South Indian","6-3-190/2, Road 1, Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,6,17.4109989709,78.4499050677,500034,1,"Banjara Hills, Hyderabad",4.3
92558,Nimrah Cafe And Bakery,250,1,Rs.,Bakery,"20-4-1238/39, Beside Mecca Masjid, Charminar Road, Charminar, Hyderabad",Charminar,Hyderabad,6,17.3610995399,78.4744134173,0,1,"Charminar, Hyderabad",4.9
90038,Barbeque Nation,1400,3,Rs.,"Mediterranean, North Indian, Kebab, BBQ","6-3-249/5/1, 1st Floor, ANR Centre, Road 1, Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,6,17.415239071800002,78.4502943233,0,1,"Banjara Hills, Hyderabad",4.7
92634,King And Cardinal Bakery,350,1,Rs.,"Bakery, Fast Food, Desserts","3-5-908/1/2/3, Pooja Manor, Opposite TVS Showroom, Himayath Nagar, Hyderabad",Himayath Nagar,Hyderabad,6,17.4005428981,78.4886817634,0,1,"Himayath Nagar, Hyderabad",4.6
90021,Siddique Kabab Centre,400,1,Rs.,"North Indian, Chinese","Opposite Harsha Toyota, Kondapur, Hyderabad",Kondapur,Hyderabad,6,17.4610085507,78.3664766327,0,1,"Kondapur, Hyderabad",4.3
91808,Seasonal Tastes - The Westin,3000,4,Rs.,"Asian, Chinese, Continental, North Indian, South Indian","The Westin Mindspace, Survey 64, Building 15, K.Raheja IT Park, APIIC Software Layout, Hitech City, Hyderabad","The Westin Hyderabad Mindspace, Hitech City",Hyderabad,6,17.4420309436,78.3810363337,0,1,"The Westin Hyderabad Mindspace, Hitech City, Hyderabad",4.6
18356469,Prost Brew Pub,2200,4,Rs.,"Italian, Continental, Chinese","882/A, Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,6,17.4314704479,78.40035695579999,,1,"Jubilee Hills, Hyderabad",4.5
